code,city,country,lat,lon
N/A,PRATICA DI MARE,ITALY,41.654,12.444
FCO,ROME,ITALY,41.813,12.253
N/A,GUIDONIA,ITALY,41.990,12.741
N/A,SALERNO,ITALY,40.620,14.911
EBA,MARINA DI CAMPO,ITALY,42.760,10.239
QLT,LATINA,ITALY,41.542,12.909
N/A,GRAZZANISE,ITALY,41.061,14.082
NAP,NAPLES,ITALY,40.886,14.291
PSA,PISA,ITALY,43.684,10.393
FLR,FIRENZE,ITALY,43.810,11.205
GRS,GROSSETO,ITALY,42.761,11.072
N/A,ROME,ITALY,41.952,12.499
N/A,VITERBO,ITALY,42.430,12.064
PEG,PERUGIA,ITALY,43.096,12.513
N/A,CERKLJE,SLOVENIA,45.900,15.530
LJU,LJUBLIANA,SLOVENIA,46.224,14.457
MBX,MARIBOR,SLOVENIA,46.480,15.686
POW,PORTOROZ,SLOVENIA,45.473,13.615
N/A,SLOVENJ GRADEC,SLOVENIA,46.472,15.117
N/A,CESKE BUDEJOVICE,CZECH REPUBLIC,48.946,14.427
N/A,CHOTEBOR,CZECH REPUBLIC,49.684,15.676
N/A,CASLAV,CZECH REPUBLIC,49.939,15.382
N/A,HRADEC KRALOVE,CZECH REPUBLIC,50.253,15.845
N/A,PRAHA,CZECH REPUBLIC,50.121,14.544
N/A,KUNOVICE,CZECH REPUBLIC,49.029,17.440
KLV,KARLOVY VARY,CZECH REPUBLIC,50.203,12.915
N/A,LINE,CZECH REPUBLIC,49.675,13.274
N/A,MNICHOVO HRADISTE,CZECH REPUBLIC,50.540,15.006
OSR,OSTRAVA,CZECH REPUBLIC,49.696,18.111
N/A,NAMEST,CZECH REPUBLIC,49.166,16.125
PED,PARDUBICE,CZECH REPUBLIC,50.013,15.739
N/A,PRIBRAM,CZECH REPUBLIC,49.719,14.097
PRV,PREROV,CZECH REPUBLIC,49.426,17.405
PRG,PRAGUE,CZECH REPUBLIC,50.101,14.260
N/A,SOBESLAV,CZECH REPUBLIC,49.245,14.714
BRQ,TURANY,CZECH REPUBLIC,49.151,16.694
N/A,VODOCHODY,CZECH REPUBLIC,50.216,14.396
TLV,TEL-AVIV,ISRAEL,32.009,34.877
BEV,BEER-SHEBA,ISRAEL,31.287,34.723
N/A,TEL-NOF,ISRAEL,31.839,34.822
N/A,EYN-SHEMER,ISRAEL,32.441,35.006
ETH,ELAT,ISRAEL,29.561,34.960
N/A,EYN-YAHAV,ISRAEL,30.623,35.202
HFA,HAIFA,ISRAEL,32.811,35.044
N/A,HAZTOR,ISRAEL,31.762,34.727
RPN,ROSH PINA,ISRAEL,32.981,35.572
JRS,JERUSALEM,ISRAEL,31.867,35.217
N/A,TEL-AVIV FIR/CTA/UTA,ISRAEL,31.229,35.191
N/A,MEGIDO AIRSTRIP,ISRAEL,32.599,35.228
MTZ,METZADA,ISRAEL,31.328,35.388
N/A,NEVATIM,ISRAEL,31.208,35.012
VDA,OVDA,ISRAEL,29.940,34.936
N/A,RAMAT DAVID,ISRAEL,32.660,35.182
N/A,RAMON,ISRAEL,30.776,34.667
SDV,TEL-AVIV,ISRAEL,32.114,34.782
MLA,MALTA,MALTA,35.857,14.478
N/A,MALTA ACC,MALTA,35.917,14.417
N/A,WIENER NEUSTADT OST,AUSTRIA,47.843,16.260
N/A,WELS,AUSTRIA,48.183,14.041
GRZ,GRAZ,AUSTRIA,47.000,15.433
INN,INNSBRUCK,AUSTRIA,47.260,11.344
KLU,KLAGENFURT,AUSTRIA,46.650,14.333
LNZ,LINZ,AUSTRIA,48.233,14.183
N/A,VIENNA,AUSTRIA,48.000,16.500
SZG,SALZBURG,AUSTRIA,47.793,13.004
VIE,VIENNA,AUSTRIA,48.110,16.570
N/A,GRAZ,AUSTRIA,46.991,15.439
N/A,KLAGENFURT,AUSTRIA,46.642,14.338
N/A,LINZ,AUSTRIA,48.233,14.188
N/A,LANGENLEBARN,AUSTRIA,48.321,16.112
N/A,ZELTWEG,AUSTRIA,47.203,14.744
N/A,ALVERCA,ACORES,38.883,-9.030
SMA,SANTA MARIA (ISLAND),ACORES,36.971,-25.171
BGC,BRAGANCA,ACORES,41.868,-6.712
N/A,BEJA (MADEIRA),ACORES,38.079,-7.932
N/A,BRAGA,ACORES,41.587,-8.445
N/A,COIMBA,ACORES,40.157,-8.470
N/A,CASCAIS,ACORES,38.725,-9.355
N/A,COVILHA,ACORES,40.265,-7.480
N/A,EVORA,ACORES,38.533,-7.889
FLW,FLORES (FLORES ISL.),ACORES,39.455,-31.131
FAO,FARO,ACORES,37.014,-7.966
GRW,GRACIOSA ISLAND,ACORES,39.092,-28.030
HOR,HORTA,ACORES,38.520,-28.716
N/A,ESPINHO,PORTUGAL,40.974,-8.645
TER,LAJES (TERCEIRA ISLAND),ACORES,38.764,-27.093
N/A,LISBON,PORTUGAL,38.717,-9.156
N/A,MONTE REAL,ACORES,39.831,-8.887
N/A,MONTIJO,ACORES,38.704,-9.036
N/A,OVAR,PORTUGAL,40.916,-8.646
PDL,PONTA DELGADA,ACORES,37.741,-25.698
PIX,PICO,ACORES,38.554,-28.440
N/A,PORTIMAO,ACORES,37.149,-8.584
OPO,PORTO,ACORES,41.248,-8.681
PXO,PORTO SANTO,MADEIRA,33.073,-16.350
LIS,LISBON,PORTUGAL,38.781,-9.136
SJZ,SAO JORGE ISLAND,ACORES,38.665,-28.176
N/A,SINTRA,ACORES,38.831,-9.339
N/A,TANCOS,ACORES,39.475,-8.364
VRL,VILA REAL,ACORES,41.274,-7.720
N/A,VISEU,ACORES,40.725,-7.889
N/A,BANJA LUKA,BOSNIA-HERCEGOVINA,44.941,17.298
OMO,MOSTAR,BOSNIA-HERCEGOVINA,43.283,17.846
SJJ,SARAJEVO,BOSNIA-HERCEGOVINA,43.824,18.331
ARW,ARAD,ROMANIA,46.176,21.262
BCM,BACAU,ROMANIA,46.522,26.910
BAY,BAIA MARE,ROMANIA,47.658,23.470
BBU,BUCHAREST,ROMANIA,44.503,26.102
CND,CONSTANTA,ROMANIA,44.362,28.488
CLJ,CLUJ-NAPOCA,ROMANIA,46.785,23.686
CSB,CARANSEBES,ROMANIA,45.420,22.253
CRA,CRAIOVA,ROMANIA,44.318,23.889
IAS,IASI,ROMANIA,47.179,27.620
OMR,ORADEA,ROMANIA,47.025,21.902
OTP,BUCHAREST,ROMANIA,44.574,26.103
SBZ,SIBIU,ROMANIA,45.786,24.091
SUJ,SATU MARE,ROMANIA,47.703,22.886
SCV,SUCEAVA,ROMANIA,47.688,26.354
TCE,TULCEA,ROMANIA,45.062,28.714
TGM,TIRGU MURES,ROMANIA,46.468,24.412
TSR,TIMISOARA,ROMANIA,45.810,21.338
N/A,ZURICH AREA,SWITZERLAND,46.614,7.678
N/A,LES EPLATURES,SWITZERLAND,47.084,6.793
GVA,GENEVA,SWITZERLAND,46.238,6.109
N/A,SAANEN,SWITZERLAND,46.488,7.251
SIR,SION,SWITZERLAND,46.219,7.327
N/A,ALPNACH,SWITZERLAND,46.944,8.284
N/A,ULRICHEN,SWITZERLAND,46.501,8.296
N/A,DUBENDORF,SWITZERLAND,47.399,8.648
N/A,EMMEN,SWITZERLAND,47.092,8.305
N/A,MOLLIS,SWITZERLAND,47.079,9.065
N/A,INTERLAKEN,SWITZERLAND,46.676,7.879
N/A,TURTMANN,SWITZERLAND,46.304,7.714
N/A,MEIRINGEN,SWITZERLAND,46.743,8.110
N/A,RARON,SWITZERLAND,46.304,7.823
N/A,PAYERNE,SWITZERLAND,46.843,6.915
N/A,BUOCHS,SWITZERLAND,46.975,8.399
N/A,ZURICH,SWITZERLAND,47.383,8.567
LUG,LUGANO,SWITZERLAND,46.004,8.911
BRN,BERN,SWITZERLAND,46.914,7.497
N/A,GRENCHEN,SWITZERLAND,47.181,7.417
ZRH,ZURICH,SWITZERLAND,47.465,8.549
ACH,ALTENRHEIN,SWITZERLAND,47.485,9.561
SMV,SAMEDAN,SWITZERLAND,46.532,9.883
N/A,ANKARA ACC/FIR/FIC,TURKEY,40.000,32.000
N/A,ANKARA,TURKEY,39.935,32.741
ESB,ANKARA,TURKEY,40.128,32.995
ANK,ANKARA,TURKEY,39.950,32.689
N/A,ANKARA,TURKEY,40.079,32.566
ADA,ADANA,TURKEY,36.982,35.280
ADA,ADANA,TURKEY,37.002,35.426
AFY,AFYON,TURKEY,38.726,30.601
AYT,ANTALYA,TURKEY,36.901,30.792
GZT,GAZIANTEP,TURKEY,36.948,37.479
N/A,ISKENDERUN,TURKEY,36.573,36.154
N/A,KASTAMONU,TURKEY,41.314,33.796
KYA,KONYA,TURKEY,37.979,32.562
MZH,MERZIFON,TURKEY,40.829,35.522
SSX,SAMSUN,TURKEY,41.276,36.304
VAS,SIVAS,TURKEY,39.814,36.903
N/A,ZONGULDAK,TURKEY,41.516,32.100
MLX,MALATYA,TURKEY,38.436,38.092
ASR,KAYSERI,TURKEY,38.770,35.495
N/A,SIVRIHISAR,TURKEY,39.451,31.365
N/A,TOKAT,TURKEY,40.305,36.368
N/A,EREGLI,TURKEY,41.254,31.415
DNZ,DENIZLI,TURKEY,37.785,29.701
N/A,NEVSEHIR,TURKEY,38.772,34.534
IST,ISTANBUL,TURKEY,40.977,28.821
N/A,AYDIN,TURKEY,37.816,27.886
BTZ,BURSA,TURKEY,40.232,29.009
BZI,BALIKESIR,TURKEY,39.619,27.925
BDM,BANDIRMA,TURKEY,40.318,27.977
N/A,CANAKKALE,TURKEY,40.138,26.427
ESK,ESKISEHIR,TURKEY,39.784,30.582
ADB,IZMIR,TURKEY,38.292,27.157
N/A,IZMIR,TURKEY,38.319,27.160
IGL,IZMIR,TURKEY,38.513,27.010
N/A,ISPARTA,TURKEY,37.785,30.582
N/A,KUTAHYA,TURKEY,39.427,30.016
N/A,USAK,TURKEY,38.681,29.471
N/A,YALOVA,TURKEY,40.683,29.379
N/A,TOPEL,TURKEY,40.735,30.083
N/A,YENISEHIR,TURKEY,40.255,29.563
DLM,DALAMAN,TURKEY,36.713,28.793
N/A,AKHISAR,TURKEY,38.809,27.834
N/A,CORLU,TURKEY,41.138,27.919
N/A,ISTANBUL,TURKEY,40.993,29.216
N/A,ESKISSEHIR,TURKEY,39.810,30.519
EZS,ELAZIG,TURKEY,38.607,39.291
DIY,DIYABAKIR,TURKEY,37.894,40.201
ERC,ERZINCAN,TURKEY,39.710,39.526
ERZ,ERZURUM,TURKEY,39.956,41.170
N/A,KARS,TURKEY,40.562,43.115
TZX,TRABZON,TURKEY,40.995,39.790
N/A,SANLIURFA,TURKEY,37.092,38.846
VAN,VAN,TURKEY,38.468,43.332
BAL,BATMAN,TURKEY,37.929,41.116
N/A,MUS,TURKEY,38.754,41.661
N/A,SIIRT,TURKEY,37.979,41.840
N/A,NINIOP,TURKEY,42.019,35.079
N/A,IZMIR,TURKEY,38.517,26.977
N/A,IZMIR,TURKEY,37.951,27.329
N/A,SALTSY,MOLDOVA,47.838,27.781
KIV,KICHINAU FIR/ACC/COM,MOLDOVA,46.928,28.931
OHD,OHRID,FORMER MACEDONIA,41.180,20.742
SKP,SKOPJE,FORMER MACEDONIA,41.961,21.621
GIB,GIBRALTAR,GIBRALTAR,36.151,-5.349
BEG,BEOGRAD,YUGOSLAVIA,44.818,20.309
TGD,PODGORICA,YUGOSLAVIA,42.359,19.252
PRN,PRISTINA,YUGOSLAVIA,42.573,21.036
TIV,TIVAT,YUGOSLAVIA,42.404,18.723
N/A,VRSAC,YUGOSLAVIA,45.147,21.310
BTS,BRATISLAVA,SLOVAKIA,48.170,17.212
KSC,KOSICE,SLOVAKIA,48.663,21.241
N/A,MALACKY,SLOVAKIA,48.402,17.118
PZY,PIESTANY,SLOVAKIA,48.625,17.828
SLD,SLIAC,SLOVAKIA,48.638,19.134
N/A,TRENCIN,SLOVAKIA,48.865,17.992
TAT,POPRAD,SLOVAKIA,49.073,20.241
N/A,ZILINA,SLOVAKIA,49.232,18.614
NCA,NORTH CAICOS,TURKS & CAICOS I.,21.917,-71.939
PLS,PROVIDENCIALES,TURKS & CAICOS I.,21.774,-72.266
XSC,SOUTH CAICOS,TURKS & CAICOS I.,21.516,-71.528
N/A,SAMANA,DOMINICAN REPUBLIC,19.199,-69.430
BRX,BARAHONA,DOMINICAN REPUBLIC,18.251,-71.120
N/A,CABO ROJO,DOMINICAN REPUBLIC,17.929,-71.645
N/A,CONSTANZA,DOMINICAN REPUBLIC,18.908,-70.720
HEX,SANTO DOMINGO,DOMINICAN REPUBLIC,18.471,-69.969
LRM,LA ROMANA,DOMINICAN REPUBLIC,18.452,-68.912
PUJ,PUNTA CANA,DOMINICAN REPUBLIC,18.567,-68.363
POP,PUERTO PLATA,DOMINICAN REPUBLIC,19.757,-70.570
SDQ,SANTO DOMINGO,DOMINICAN REPUBLIC,18.429,-69.669
N/A,SAN ISIDORO,DOMINICAN REPUBLIC,18.504,-69.762
STI,SANTIAGO,DOMINICAN REPUBLIC,19.409,-70.616
N/A,BANANERA,GUATEMALA,15.473,-88.837
CBV,COBAN,GUATEMALA,15.469,-90.407
GUA,GUATEMALA CITY,GUATEMALA,14.583,-90.528
N/A,PUERTO BARRIOS,GUATEMALA,15.731,-88.584
N/A,POPTUN,GUATEMALA,16.326,-89.417
N/A,QUEZALTENANGO,GUATEMALA,14.865,-91.502
N/A,RETALHULEU,ARGENTINA,14.521,-91.697
N/A,SAN JOSE,GUATEMALA,13.936,-90.836
N/A,ISLAS DEL CISNE,HONDURAS,17.407,-83.933
LCE,LA CEIBA,HONDURAS,15.742,-86.853
SAP,SAN PEDRO SULA,HONDURAS,15.452,-87.923
GJA,GUANAJA,HONDURAS,16.445,-85.906
PEU,PUERTO LEMPIRA,HONDURAS,15.261,-83.781
RTB,ROATAN,HONDURAS,16.317,-86.522
TEA,TELA,HONDURAS,15.776,-87.476
TGU,TEGUCIGALPA,HONDURAS,14.061,-87.217
N/A,TRUJILLO,HONDURAS,15.927,-85.938
OCJ,OCHO RIOS,JAMAICA,18.404,-76.969
KIN,KINGSTON,JAMAICA,17.936,-76.787
MBJ,MONTEGO BAY,JAMAICA,18.504,-77.913
POT,PORT ANTONIO,JAMAICA,18.199,-76.534
KTP,KINGSTON,JAMAICA,17.988,-76.824
ACA,ACAPULCO,MEXICO,16.757,-99.753
NTR,MONTERREY,MEXICO,25.866,-100.237
AGU,AGUASCALIENTES,MEXICO,21.705,-102.318
HUX,BAHIAS DEHUATULCO,MEXICO,15.775,-96.261
CVJ,CUERNAVACA,MEXICO,18.835,-99.262
N/A,CIUDAD ACUNA,BRAZIL,29.332,-100.981
CME,CIUDAD DEL CARMEN,MEXICO,18.654,-91.799
N/A,NUEVO CASAS GRANDES,MEXICO,30.397,-107.875
N/A,CHILPANCINGO,MEXICO,17.574,-99.514
CUL,CULIACAN,MEXICO,24.764,-107.474
CTM,CHETUMAL,MEXICO,18.504,-88.327
CEN,CIUDAD OBREGON,MEXICO,27.392,-109.833
CPE,CAMPECHE,MEXICO,19.817,-90.500
CJS,CIUDAD JUAREZ,MEXICO,31.636,-106.429
CUU,CHIHUAHUA,MEXICO,28.703,-105.964
CVM,CIUDAD VICTORIA,MEXICO,23.704,-98.956
N/A,CELAYA,MEXICO,20.546,-100.886
CZM,COZUMEL,MEXICO,20.522,-86.926
MMC,CIUDAD MANTE,MEXICO,22.740,-99.018
DGO,DURANGO,MEXICO,24.124,-104.528
TPQ,TEPIC,MEXICO,21.419,-104.843
ESE,ENSENADA,MEXICO,31.795,-116.602
GDL,GUADALAJARA,MEXICO,20.522,-103.311
GYM,GUAYMAS,MEXICO,27.969,-110.925
TCN,TEHUACAN,MEXICO,18.497,-97.420
HMO,HERMOSILLO,MEXICO,29.096,-111.048
CLQ,COLIMA,MEXICO,19.277,-103.577
ISJ,ISLA MUJERES,MEXICO,21.245,-86.740
SLW,SALTILLO,MEXICO,25.549,-100.929
N/A,IZTEPEC,MEXICO,16.449,-95.094
N/A,JALAPA,MEXICO,19.475,-96.797
LZC,LAZARD CARDENAS,MEXICO,18.002,-102.220
LMM,LOS MOCHIS,MEXICO,25.685,-109.081
BJX,DEL BAJIO,MEXICO,20.993,-101.481
LAP,LA PAZ,MEXICO,24.072,-110.362
LTO,LORETO,MEXICO,25.989,-111.348
MAM,MATAMOROS,MEXICO,25.770,-97.525
MID,MERIDA,MEXICO,20.937,-89.657
MXL,MEXICALI,MEXICO,32.631,-115.241
MLM,MORELIA,MEXICO,19.850,-101.025
MTT,MINATITLAN,MEXICO,18.103,-94.581
LOV,MONCLOVA,MEXICO,26.956,-101.470
MEX,MEXICO CITY,MEXICO,19.436,-99.072
MTY,MONTERREY,MEXICO,25.778,-100.107
MZT,MAZATLAN,MEXICO,23.161,-106.266
NOG,NOGALES,MEXICO,31.226,-110.976
NLD,NUEVO LAREDO,MEXICO,27.444,-99.570
OAX,OAXACA,MEXICO,17.000,-96.726
PAZ,POZA RICO,MEXICO,20.603,-97.461
PBC,PUEBLA,MEXICO,19.158,-98.371
PCA,PACHUCA,MEXICO,20.077,-98.782
PPE,PUNTA PENASCO,MEXICO,31.352,-113.526
PDS,PIEDRAS NEGRAS,MEXICO,28.627,-100.535
UPN,URUAPAN,MEXICO,19.397,-102.039
PVR,PUERTO VALLARTA,MEXICO,20.680,-105.254
PXM,PUERTO ESCONDIDO,MEXICO,15.877,-97.089
QRO,QUERETARO,MEXICO,20.624,-100.369
REX,REYNOSA,MEXICO,26.009,-98.228
SJD,SAN JOSE DEL CABO,MEXICO,23.152,-109.721
N/A,SAN FILIPE,MEXICO,30.930,-114.809
SLP,SAN LUIS POTOSI,MEXICO,22.254,-100.931
TXA,TLAXCALA,MEXICO,19.536,-98.173
TRC,TORREON,MEXICO,25.568,-103.411
TGZ,TUXTLA GUTIERREZ,MEXICO,16.769,-93.341
TIJ,TIJUANA,MEXICO,32.541,-116.970
TAM,TAMPICO,MEXICO,22.296,-97.866
TSL,TAMUIN,MEXICO,22.038,-98.806
TLC,TOLUCA,MEXICO,19.337,-99.566
TAP,TAPACHULA,MEXICO,14.794,-92.370
N/A,TUXPAN,MEXICO,19.598,-103.372
CUN,CANCUN,MEXICO,21.036,-86.877
VSA,VILLAHERMOSA,MEXICO,17.997,-92.817
VER,VERA CRUZ,MEXICO,19.145,-96.187
ZCL,ZACATECAS,MEXICO,22.897,-102.687
ZIH,ZIHUATANEJO,MEXICO,17.601,-101.460
ZMM,ZAMORA,MEXICO,20.045,-102.276
ZLO,MANZANILLO,MEXICO,19.145,-104.559
N/A,ZAPOPAN,MEXICO,20.756,-103.465
BEF,BLUEFIELDS,NICARAGUA,11.989,-83.774
N/A,LOS BRASILES,NICARAGUA,12.189,-86.354
N/A,LEON,NICARAGUA,12.428,-86.902
MGA,MANAGUA,NICARAGUA,12.141,-86.168
PUZ,PUERTO CABEZAS,NICARAGUA,14.047,-83.387
BOC,BOCAS DEL TORO,PANAMA,9.341,-82.251
CHX,CHANGUINOLA,PANAMA,9.459,-82.517
DAV,DAVID,PANAMA,8.391,-82.435
HOW,HOWARD,PANAMA,8.914,-79.599
N/A,JAQUE,PANAMA,7.517,-78.157
N/A,LA PALMA,PANAMA,8.407,-78.142
PAC,PANAMA,PANAMA,8.973,-79.556
N/A,SANTIAGO,PANAMA,8.086,-80.945
PTY,PANAMA CITY,PANAMA,9.071,-79.383
N/A,BUENOS AIRES,COSTA RICA,9.167,-83.332
N/A,BARRA DEL COLORADO,COSTA RICA,10.769,-83.586
OTR,COTO 47,COSTA RICA,8.601,-82.970
N/A,CABO VELAS,COSTA RICA,10.356,-85.853
N/A,EL CARMEN,COSTA RICA,10.202,-83.472
N/A,FINCA 10,COSTA RICA,8.916,-83.507
N/A,FINCA 63,COSTA RICA,8.652,-83.065
GLF,GOLFITO,COSTA RICA,8.654,-83.182
N/A,GUAPILES,COSTA RICA,10.217,-83.795
LIR,LIBERIA,COSTA RICA,10.593,-85.544
N/A,LOS CHILES,COSTA RICA,11.035,-84.706
LIO,LIMON,COSTA RICA,9.958,-83.022
NOB,NOSARA BEACH,COSTA RICA,9.976,-85.653
SJO,SAN JOSE,COSTA RICA,9.994,-84.209
N/A,PANDORA,COSTA RICA,9.732,-82.983
PMZ,PALMAR SUR,COSTA RICA,8.951,-83.468
N/A,SAN JOSE,COSTA RICA,9.957,-84.142
XQP,QUEPOS,COSTA RICA,9.443,-84.130
N/A,SANTA CLARA,COSTA RICA,10.288,-83.714
N/A,SAN VITO DE JABA,COSTA RICA,8.826,-82.959
SAL,SAN SALVADOR,EL SALVADOR,13.441,-89.056
N/A,SAN SALVADOR,EL SALVADOR,13.700,-89.120
CAP,CAP HAITIEN,HAITI,19.732,-72.195
PAP,PORT-AU-PRINCE,HAITI,18.580,-72.293
BCA,BARACOA PLAYA,CUBA,20.366,-74.506
BYM,BAYAMO,CUBA,20.396,-76.621
AVI,CIEGO DE AVILA,CUBA,22.027,-78.789
N/A,CAIBARIEN,CUBA,22.506,-79.470
N/A,CUNAGUA,CUBA,22.461,-78.329
CFG,CIENFUEGOS,CUBA,22.150,-80.414
CYO,CAYO,CUBA,21.616,-81.546
CMW,CAMAGUEY,CUBA,21.420,-77.847
SCU,SANTIAGO DE CUBA,CUBA,19.970,-75.836
N/A,FLORIDA,CUBA,21.500,-78.203
N/A,GUANTANAMO,CUBA,19.906,-75.207
GAO,GUANTANAMO,CUBA,20.085,-75.158
HAV,HAVANA,CUBA,22.989,-82.409
HOG,HOLGUIN,CUBA,20.786,-76.315
LCL,LA COLOMA,CUBA,22.336,-83.642
N/A,MANAGUA,CUBA,22.970,-82.275
N/A,MARIEL,CUBA,23.007,-82.767
MOA,MOA,CUBA,20.654,-74.922
MZO,MANZANILLO,CUBA,20.288,-77.089
N/A,NICARO,CUBA,20.689,-75.531
GER,NUEVA GERONA,CUBA,21.835,-82.784
N/A,BARACOA PLAYA,CUBA,23.033,-82.579
N/A,PINAR DEL RIO NORTE,CUBA,22.421,-83.678
N/A,SAN ANTONIO DE BANOS,CUBA,22.871,-82.509
SNU,SANTA CLARA,CUBA,22.492,-79.944
N/A,SAN JULIAN,CUBA,22.095,-84.152
N/A,SANTA LUCIA,CUBA,21.509,-77.017
N/A,SIGUANEA,CUBA,21.642,-82.955
N/A,SANCTI SPIRITUS,CUBA,21.971,-79.442
N/A,TRINIDAD,CUBA,21.788,-79.997
VRA,VARADERO,CUBA,23.034,-81.435
VTU,LAS TUNAS,CUBA,20.988,-76.936
CYB,CAYMAN BARAC,CAYMAN ISLANDS,19.687,-79.883
GCM,GEORGETOWN,CAYMAN ISLANDS,19.293,-81.357
N/A,CLARENCE BAIN,BAHAMAS,24.288,-77.684
ASD,ANDROS TOWN,BAHAMAS,24.698,-77.796
N/A,CONGO TOWN,BAHAMAS,24.159,-77.590
MHH,MARSH HARBOR,BAHAMAS,26.511,-77.083
SAQ,SAN ANDROS,BAHAMAS,25.054,-78.049
AXP,SPRING POINT,BAHAMAS,22.442,-73.971
N/A,SANDY POINT,BAHAMAS,26.004,-77.395
TCB,TREASURE CAY,BAHAMAS,26.745,-77.391
CCZ,CHUB CAY,BAHAMAS,25.417,-77.881
N/A,BULLOCKS HARBOUR,BAHAMAS,25.738,-77.840
BIM,ALICE TOWN,BAHAMAS,25.700,-79.264
N/A,ARTHUR'S TOWN,BAHAMAS,24.629,-75.674
N/A,NEW BIGHT,BAHAMAS,24.315,-75.454
N/A,COLONEL HILL,BAHAMAS,22.746,-74.182
GGT,GREAT EXUMA,BAHAMAS,23.563,-75.878
ELH,NORTH ELEUTHERA,BAHAMAS,25.476,-76.681
GHB,GOVERNOR'S HARBOR,BAHAMAS,25.284,-76.331
N/A,NORMAN'S CAY,BAHAMAS,24.594,-76.832
RSD,ROCK SOUND,BAHAMAS,24.892,-76.178
N/A,STANIEL CAY,BAHAMAS,24.169,-76.439
FPO,FREEPORT,BAHAMAS,26.559,-78.695
WTD,WEST END,BAHAMAS,26.686,-78.978
IGA,MATTHEW TOWN,BAHAMAS,20.975,-73.667
LGI,DEAD MAN'S CAY,BAHAMAS,23.179,-75.093
SML,STELLA MARIS,BAHAMAS,23.583,-75.269
MYG,MAYAGUANA,BAHAMAS,22.379,-73.013
NAS,NASSAU,BAHAMAS,25.039,-77.466
N/A,DUNCAN TOWN,BAHAMAS,22.182,-75.729
ZSA,COCKBURN TOWN,BAHAMAS,24.063,-74.524
BZE,BELIZE CITY,BELIZE,17.539,-88.308
AIT,AITUTAKI,COOK ISLANDS,-18.825,-159.774
RAR,AVARUA,COOK ISLANDS,-21.203,-159.806
NAN,NANDI,FIJI,-17.754,177.443
SUV,NAUSORI,FIJI,-18.043,178.559
LMG,LAMBASA,FIJI,-16.467,179.340
TBU,TONGATAPU,TONGA,-21.241,-175.150
HPA,HA'APAI,TONGA,-19.777,-174.341
VAV,VAVA'U,TONGA,-18.585,-173.963
FUN,FUNAFUTI,TUVALU ISLAND,-8.517,179.217
TRW,TARAWA,KIRIBATI,1.381,173.147
TBF,TABITEUEA NORTH,KIRIBATI,-1.224,174.776
HUE,ALOFI,NEW ZEALAND,-19.080,-169.926
WLS,WALLIS,WALLIS & FUTUNA,-13.238,-176.199
APW,FALEOLO,SAMOA,-13.830,-172.008
PPG,PAGO PAGO,SAMOA,-14.331,-170.710
RUR,RURUTU,FRENCH POLYNESIA,-22.434,-151.361
TUB,TUBUAI,FRENCH POLYNESIA,-23.365,-149.524
AAA,ANAA,FRENCH POLYNESIA,-17.353,-145.510
N/A,FANGATAU,FRENCH POLYNESIA,-15.820,-140.887
TIH,TIKEHAU,FRENCH POLYNESIA,-15.119,-148.231
REA,REAO,FRENCH POLYNESIA,-18.466,-136.439
FAV,FAKARAVA,FRENCH POLYNESIA,-16.054,-145.657
XMH,MANIHI,FRENCH POLYNESIA,-14.437,-146.070
GMR,TOTEGEGIE,FRENCH POLYNESIA,-23.080,-134.890
KKR,KAUKURA ATOLL,TUAMOTU ISLANDS,-15.663,-146.885
MKP,MAKEMO,FRENCH POLYNESIA,-16.585,-143.657
NAU,NAPUKA ISLAND,FRENCH POLYNESIA,-14.177,-141.267
PKP,PUKA PUKA,FRENCH POLYNESIA,-14.809,-138.813
TKP,TAKAPOTO,FRENCH POLYNESIA,-14.712,-145.253
AXR,ARUTUA,TUAMOTU ISLANDS,-15.248,-146.616
MVT,MATAIVA,FRENCH POLYNESIA,-14.868,-148.717
N/A,TUREIA,FRENCH POLYNESIA,-20.783,-138.568
TKX,TAKAROA,FRENCH POLYNESIA,-14.456,-145.024
NHV,NUKU HIVA,FRENCH POLYNESIA,-8.796,-140.229
N/A,HIVA-OA,FRENCH POLYNESIA,-9.769,-139.011
BOB,BORA BORA,FRENCH POLYNESIA,-16.444,-151.751
RGI,RANGIROA,FRENCH POLYNESIA,-14.954,-147.661
HUH,HUAHINE ISLAND,FRENCH POLYNESIA,-16.687,-151.022
MOZ,MOOREA,FRENCH POLYNESIA,-17.490,-149.762
HOI,HAO ISLAND,TUAMOTU ISLANDS,-18.075,-140.946
MAU,MAUPITI,FRENCH POLYNESIA,-16.426,-152.244
RFP,RAIATEA ISLAND,FRENCH POLYNESIA,-16.723,-151.466
N/A,MURUROA,FRENCH POLYNESIA,-21.808,-138.794
N/A,SANTO,VANUATU,-15.501,167.222
VLI,PORT-VILA,VANUATU,-17.699,168.320
KNQ,KONE,NEW CALEDONIA,-21.053,164.838
KOC,KOUMAC,NEW CALEDONIA,-20.546,164.256
LIF,LIFOU,NEW CALEDONIA,-20.775,167.240
GEA,NOUMEA,NEW CALEDONIA,-22.258,166.473
MEE,MARE,NEW CALEDONIA,-21.482,168.037
TOU,TOUHO,NEW CALEDONIA,-20.791,165.259
UVE,OUVEA,NEW CALEDONIA,-20.641,166.573
NOU,NOUMEA,NEW CALEDONIA,-22.014,166.213
AKL,AUCKLAND,NEW ZEALAND,-37.008,174.792
